text,entities
Ale Tol,"[[0, 7, 'LOCATION']]"
Alebarra,"[[0, 8, 'LOCATION']]"
Alechhap,"[[0, 8, 'LOCATION']]"
Aledanda,"[[0, 8, 'LOCATION']]"
Alegau,"[[0, 6, 'LOCATION']]"
Alegaun,"[[0, 7, 'LOCATION']]"
Alekhark,"[[0, 8, 'LOCATION']]"
Aletar,"[[0, 6, 'LOCATION']]"
Aletol,"[[0, 6, 'LOCATION']]"
Algaun,"[[0, 6, 'LOCATION']]"
Ali,"[[0, 3, 'LOCATION']]"
Aliawa Naka,"[[0, 11, 'LOCATION']]"
Alibang,"[[0, 7, 'LOCATION']]"
Alibata,"[[0, 7, 'LOCATION']]"
Alinagar,"[[0, 8, 'LOCATION']]"
Alipatti,"[[0, 8, 'LOCATION']]"
Alkabajh,"[[0, 8, 'LOCATION']]"
Alkachaur,"[[0, 9, 'LOCATION']]"
Alkadanda,"[[0, 9, 'LOCATION']]"
Alkatar,"[[0, 7, 'LOCATION']]"
Alkedhunga,"[[0, 10, 'LOCATION']]"
All Day Grocery Store,"[[0, 21, 'LOCATION']]"
Allad,"[[0, 5, 'LOCATION']]"
Allana,"[[0, 6, 'LOCATION']]"
Alle,"[[0, 4, 'LOCATION']]"
Alleban,"[[0, 7, 'LOCATION']]"
Allegaun,"[[0, 8, 'LOCATION']]"
Allekholagaun,"[[0, 13, 'LOCATION']]"
Allerigaun,"[[0, 10, 'LOCATION']]"
Allyana,"[[0, 7, 'LOCATION']]"
Almadevi,"[[0, 8, 'LOCATION']]"
Almalpurwa,"[[0, 10, 'LOCATION']]"
Almulla,"[[0, 7, 'LOCATION']]"
Alnatar,"[[0, 7, 'LOCATION']]"
Alokangar,"[[0, 9, 'LOCATION']]"
Alphala,"[[0, 7, 'LOCATION']]"
Alsari,"[[0, 6, 'LOCATION']]"
Alta,"[[0, 4, 'LOCATION']]"
Altabari,"[[0, 8, 'LOCATION']]"
Altar,"[[0, 5, 'LOCATION']]"
Altar Bhanjyang,"[[0, 15, 'LOCATION']]"
Althok,"[[0, 6, 'LOCATION']]"
Alu Bari,"[[0, 8, 'LOCATION']]"
Alu Damar,"[[0, 9, 'LOCATION']]"
Alu Khoriya,"[[0, 11, 'LOCATION']]"
Alubare,"[[0, 7, 'LOCATION']]"
Alubari,"[[0, 7, 'LOCATION']]"
Alugada,"[[0, 7, 'LOCATION']]"
Alumaila Chowk,"[[0, 14, 'LOCATION']]"
Alumpu,"[[0, 6, 'LOCATION']]"
Alun,"[[0, 4, 'LOCATION']]"
Alung,"[[0, 5, 'LOCATION']]"
Aluswadi,"[[0, 8, 'LOCATION']]"
Alutalu,"[[0, 7, 'LOCATION']]"
Aluwa Badhtol,"[[0, 13, 'LOCATION']]"
Aluwatol,"[[0, 8, 'LOCATION']]"
Alyadi,"[[0, 6, 'LOCATION']]"
Am Bagar,"[[0, 8, 'LOCATION']]"
Ama,"[[0, 3, 'LOCATION']]"
Amabas,"[[0, 6, 'LOCATION']]"
Amabot,"[[0, 6, 'LOCATION']]"
Amachaur,"[[0, 8, 'LOCATION']]"
Amadanda,"[[0, 8, 'LOCATION']]"
Amadar,"[[0, 6, 'LOCATION']]"
Amagaun,"[[0, 7, 'LOCATION']]"
Amaha,"[[0, 5, 'LOCATION']]"
Amahawa,"[[0, 7, 'LOCATION']]"
Amahi,"[[0, 5, 'LOCATION']]"
Amahi Belha,"[[0, 11, 'LOCATION']]"
Amaipichhe,"[[0, 10, 'LOCATION']]"
Amaisero,"[[0, 8, 'LOCATION']]"
Amakur,"[[0, 6, 'LOCATION']]"
Amal Danda Chowk,"[[0, 16, 'LOCATION']]"
Amala Bhanjyang,"[[0, 15, 'LOCATION']]"
Amala Bisaune,"[[0, 13, 'LOCATION']]"
Amala Bisauni,"[[0, 13, 'LOCATION']]"
Amala Kharka,"[[0, 12, 'LOCATION']]"
Amalabash,"[[0, 9, 'LOCATION']]"
Amalachaur,"[[0, 10, 'LOCATION']]"
Amalakhali,"[[0, 10, 'LOCATION']]"
Amalapani,"[[0, 9, 'LOCATION']]"
Amalbas,"[[0, 7, 'LOCATION']]"
Amalbote,"[[0, 8, 'LOCATION']]"
Amalchaur,"[[0, 9, 'LOCATION']]"
Amalchuri,"[[0, 9, 'LOCATION']]"
Amaldagi,"[[0, 8, 'LOCATION']]"
Amaldanda,"[[0, 9, 'LOCATION']]"
Amaldol,"[[0, 7, 'LOCATION']]"
Amale,"[[0, 5, 'LOCATION']]"
Amaledada,"[[0, 9, 'LOCATION']]"
Amalekhganj,"[[0, 11, 'LOCATION']]"
Amali,"[[0, 5, 'LOCATION']]"
Amalichaur,"[[0, 10, 'LOCATION']]"
Amalla,"[[0, 6, 'LOCATION']]"
Amalsi,"[[0, 6, 'LOCATION']]"
Amaltari,"[[0, 8, 'LOCATION']]"
Amaltarighat,"[[0, 12, 'LOCATION']]"
Amaltukra,"[[0, 9, 'LOCATION']]"
Aman Chowk,"[[0, 10, 'LOCATION']]"
Amani,"[[0, 5, 'LOCATION']]"
Amaniganj,"[[0, 9, 'LOCATION']]"
Amantar,"[[0, 7, 'LOCATION']]"
Amapuri,"[[0, 7, 'LOCATION']]"
Amar Arwathok,"[[0, 13, 'LOCATION']]"
Amar Chowk,"[[0, 10, 'LOCATION']]"
Amar Singh Chowk,"[[0, 16, 'LOCATION']]"
Amarahi,"[[0, 7, 'LOCATION']]"
Amarai,"[[0, 6, 'LOCATION']]"
Amarai Chowk,"[[0, 12, 'LOCATION']]"
Amarapuri,"[[0, 9, 'LOCATION']]"
Amaraud,"[[0, 7, 'LOCATION']]"
Amarawati,"[[0, 9, 'LOCATION']]"
Amarban,"[[0, 7, 'LOCATION']]"
Amarbasti,"[[0, 9, 'LOCATION']]"
Amardaha,"[[0, 8, 'LOCATION']]"
Amare,"[[0, 5, 'LOCATION']]"
Amareshwor Chowk,"[[0, 16, 'LOCATION']]"
Amargadhi,"[[0, 9, 'LOCATION']]"
Amarganj,"[[0, 8, 'LOCATION']]"
Amarghutu,"[[0, 9, 'LOCATION']]"
Amarhat,"[[0, 7, 'LOCATION']]"
Amarhawa,"[[0, 8, 'LOCATION']]"
Amari,"[[0, 5, 'LOCATION']]"
Amarise,"[[0, 7, 'LOCATION']]"
Amarkhana,"[[0, 9, 'LOCATION']]"
Amarkhu,"[[0, 7, 'LOCATION']]"
Amarlonaha,"[[0, 10, 'LOCATION']]"
Amarmudi Lek,"[[0, 12, 'LOCATION']]"
Amarpatti,"[[0, 9, 'LOCATION']]"
Amarpur,"[[0, 7, 'LOCATION']]"
Amarpurgaun,"[[0, 11, 'LOCATION']]"
Amarsain,"[[0, 8, 'LOCATION']]"
Amarsimha Chowk,"[[0, 15, 'LOCATION']]"
Amarsina,"[[0, 8, 'LOCATION']]"
Amartar,"[[0, 7, 'LOCATION']]"
Amartol,"[[0, 7, 'LOCATION']]"
Amaruwa,"[[0, 7, 'LOCATION']]"
Amarwa,"[[0, 6, 'LOCATION']]"
Amate,"[[0, 5, 'LOCATION']]"
Amatol,"[[0, 6, 'LOCATION']]"
Amatsan Himal,"[[0, 13, 'LOCATION']]"
Amattabada,"[[0, 10, 'LOCATION']]"
Amatte,"[[0, 6, 'LOCATION']]"
Amattol,"[[0, 7, 'LOCATION']]"
Amatya Chowk,"[[0, 12, 'LOCATION']]"
Amauli,"[[0, 6, 'LOCATION']]"
Amaun,"[[0, 5, 'LOCATION']]"
Amaura,"[[0, 6, 'LOCATION']]"
Amauri,"[[0, 6, 'LOCATION']]"
Amaw,"[[0, 4, 'LOCATION']]"
Amawa,"[[0, 5, 'LOCATION']]"
Ambabas,"[[0, 7, 'LOCATION']]"
Ambada,"[[0, 6, 'LOCATION']]"
Ambakharka,"[[0, 10, 'LOCATION']]"
Ambakuna,"[[0, 8, 'LOCATION']]"
Ambans,"[[0, 6, 'LOCATION']]"
Ambapur,"[[0, 7, 'LOCATION']]"
Ambare,"[[0, 6, 'LOCATION']]"
Ambari,"[[0, 6, 'LOCATION']]"
Ambarpur,"[[0, 8, 'LOCATION']]"
Ambas,"[[0, 5, 'LOCATION']]"
Ambasa,"[[0, 6, 'LOCATION']]"
Ambasbesi,"[[0, 9, 'LOCATION']]"
Ambasi,"[[0, 6, 'LOCATION']]"
Ambatar,"[[0, 7, 'LOCATION']]"
Ambathang,"[[0, 9, 'LOCATION']]"
Ambatol,"[[0, 7, 'LOCATION']]"
Ambebun,"[[0, 7, 'LOCATION']]"
Ambhoj,"[[0, 6, 'LOCATION']]"
Ambigaun,"[[0, 8, 'LOCATION']]"
Ambitar,"[[0, 7, 'LOCATION']]"
Ambo,"[[0, 4, 'LOCATION']]"
Ambot,"[[0, 5, 'LOCATION']]"
Ambot Kenoning,"[[0, 14, 'LOCATION']]"
Ambote,"[[0, 6, 'LOCATION']]"
Ambotebesi,"[[0, 10, 'LOCATION']]"
Ambuchet,"[[0, 8, 'LOCATION']]"
Ambulapcha La,"[[0, 13, 'LOCATION']]"
Ambule,"[[0, 6, 'LOCATION']]"
Ambun,"[[0, 5, 'LOCATION']]"
Ambung Puchhar,"[[0, 14, 'LOCATION']]"
Amchaur,"[[0, 7, 'LOCATION']]"
Amchok,"[[0, 6, 'LOCATION']]"
Amchok Charari,"[[0, 14, 'LOCATION']]"
Amchuti,"[[0, 7, 'LOCATION']]"
Amdaha Dobhan,"[[0, 13, 'LOCATION']]"
Amdahar,"[[0, 7, 'LOCATION']]"
Amdala,"[[0, 6, 'LOCATION']]"
Amdali,"[[0, 6, 'LOCATION']]"
Amdanda,"[[0, 7, 'LOCATION']]"
Amdandabesi,"[[0, 11, 'LOCATION']]"
Amdandagaun,"[[0, 11, 'LOCATION']]"
Amdangi,"[[0, 7, 'LOCATION']]"
Amdhara,"[[0, 7, 'LOCATION']]"
Amdigaun,"[[0, 8, 'LOCATION']]"
Amdim,"[[0, 5, 'LOCATION']]"
Amdora,"[[0, 6, 'LOCATION']]"
Amdunge,"[[0, 7, 'LOCATION']]"
Amduwa,"[[0, 6, 'LOCATION']]"
Amelbada,"[[0, 8, 'LOCATION']]"
Amgachhi,"[[0, 8, 'LOCATION']]"
Amgada,"[[0, 6, 'LOCATION']]"
Amgado,"[[0, 6, 'LOCATION']]"
Amgaira,"[[0, 7, 'LOCATION']]"
Amgau,"[[0, 5, 'LOCATION']]"
Amgauda,"[[0, 7, 'LOCATION']]"
Amghat,"[[0, 6, 'LOCATION']]"
Amha,"[[0, 4, 'LOCATION']]"
Ami,"[[0, 3, 'LOCATION']]"
Amigaun,"[[0, 7, 'LOCATION']]"
Amila Takura,"[[0, 12, 'LOCATION']]"
Amilabari,"[[0, 9, 'LOCATION']]"
Amilachaur,"[[0, 10, 'LOCATION']]"
Amiladhik,"[[0, 9, 'LOCATION']]"
Amilathum,"[[0, 9, 'LOCATION']]"
Amilbote,"[[0, 8, 'LOCATION']]"
Amilchaur,"[[0, 9, 'LOCATION']]"
Amilchaur Tol,"[[0, 13, 'LOCATION']]"
Amilchaurdanda,"[[0, 14, 'LOCATION']]"
Amilchhap,"[[0, 9, 'LOCATION']]"
Amile,"[[0, 5, 'LOCATION']]"
Amilechaur,"[[0, 10, 'LOCATION']]"
Amiledanda,"[[0, 10, 'LOCATION']]"
Amiletar,"[[0, 8, 'LOCATION']]"
Amili,"[[0, 5, 'LOCATION']]"
Amilichaur,"[[0, 10, 'LOCATION']]"
Amilidanda,"[[0, 10, 'LOCATION']]"
Amilikholagaun,"[[0, 14, 'LOCATION']]"
Amiliya,"[[0, 7, 'LOCATION']]"
Amilkhocha,"[[0, 10, 'LOCATION']]"
Amiltar,"[[0, 7, 'LOCATION']]"
Amiltari,"[[0, 8, 'LOCATION']]"
Amindanda,"[[0, 9, 'LOCATION']]"
Amintara,"[[0, 8, 'LOCATION']]"
Amithi,"[[0, 6, 'LOCATION']]"
Amja,"[[0, 4, 'LOCATION']]"
Amjani,"[[0, 6, 'LOCATION']]"
Amjhokhi,"[[0, 8, 'LOCATION']]"
Amjhoki,"[[0, 7, 'LOCATION']]"
Amjilosa,"[[0, 8, 'LOCATION']]"
Amjira,"[[0, 6, 'LOCATION']]"
Amjugi,"[[0, 6, 'LOCATION']]"
Amjungi,"[[0, 7, 'LOCATION']]"
Amjwani,"[[0, 7, 'LOCATION']]"
Amkana,"[[0, 6, 'LOCATION']]"
Amkate,"[[0, 6, 'LOCATION']]"
Amkhaiya,"[[0, 8, 'LOCATION']]"
Amkhet,"[[0, 6, 'LOCATION']]"
Amkholagaun,"[[0, 11, 'LOCATION']]"
Amkholi,"[[0, 7, 'LOCATION']]"
Amkot,"[[0, 5, 'LOCATION']]"
Amkur,"[[0, 5, 'LOCATION']]"
Amla Goth,"[[0, 9, 'LOCATION']]"
Amla Takura,"[[0, 11, 'LOCATION']]"
Amlabot,"[[0, 7, 'LOCATION']]"
Amlabun,"[[0, 7, 'LOCATION']]"
Amladanda,"[[0, 9, 'LOCATION']]"
Amlal,"[[0, 5, 'LOCATION']]"
Amlapani,"[[0, 8, 'LOCATION']]"
Amlayaan,"[[0, 8, 'LOCATION']]"
Amle,"[[0, 4, 'LOCATION']]"
Amledanda,"[[0, 9, 'LOCATION']]"
Amleswanra,"[[0, 10, 'LOCATION']]"
Amling,"[[0, 6, 'LOCATION']]"
Amlis,"[[0, 5, 'LOCATION']]"
Amlise,"[[0, 6, 'LOCATION']]"
Amlisegaun,"[[0, 10, 'LOCATION']]"
Amliseni,"[[0, 8, 'LOCATION']]"
Amlish,"[[0, 6, 'LOCATION']]"
Ammani,"[[0, 6, 'LOCATION']]"
Ammapur,"[[0, 7, 'LOCATION']]"
Ammedani,"[[0, 8, 'LOCATION']]"
Amohiya,"[[0, 7, 'LOCATION']]"
Amon,"[[0, 4, 'LOCATION']]"
Amote,"[[0, 5, 'LOCATION']]"
Ampani,"[[0, 6, 'LOCATION']]"
Ampasaura,"[[0, 9, 'LOCATION']]"
Ampata,"[[0, 6, 'LOCATION']]"
Amphanta,"[[0, 8, 'LOCATION']]"
Amphe,"[[0, 5, 'LOCATION']]"
Amphidanda,"[[0, 10, 'LOCATION']]"
Amphu Gyabjen,"[[0, 13, 'LOCATION']]"
Amphuwa,"[[0, 7, 'LOCATION']]"
Amppipal,"[[0, 8, 'LOCATION']]"
Ampuchet,"[[0, 8, 'LOCATION']]"
Ampudol,"[[0, 7, 'LOCATION']]"
Amra,"[[0, 4, 'LOCATION']]"
Amrah,"[[0, 5, 'LOCATION']]"
Amrahi,"[[0, 6, 'LOCATION']]"
Amrai,"[[0, 5, 'LOCATION']]"
Amrai Takura,"[[0, 12, 'LOCATION']]"
Amraichaur,"[[0, 10, 'LOCATION']]"
Amraikholi,"[[0, 10, 'LOCATION']]"
Amraini,"[[0, 7, 'LOCATION']]"
Amraisain,"[[0, 9, 'LOCATION']]"
Amraitar,"[[0, 8, 'LOCATION']]"
Amraiya,"[[0, 7, 'LOCATION']]"
Amraiya (Aishwaryabasti),"[[0, 24, 'LOCATION']]"
Amraiya (Mayurbasti),"[[0, 20, 'LOCATION']]"
Amrang,"[[0, 6, 'LOCATION']]"
Amras,"[[0, 5, 'LOCATION']]"
Amrasa,"[[0, 6, 'LOCATION']]"
Amrauli Bajar,"[[0, 13, 'LOCATION']]"
Amrawati,"[[0, 8, 'LOCATION']]"
Amredanda,"[[0, 9, 'LOCATION']]"
Amreni,"[[0, 6, 'LOCATION']]"
Amrewa,"[[0, 6, 'LOCATION']]"
Amri,"[[0, 4, 'LOCATION']]"
Amrisogharigaun,"[[0, 15, 'LOCATION']]"
Amrit Campus Chowk,"[[0, 18, 'LOCATION']]"
Amritganj,"[[0, 9, 'LOCATION']]"
Amritnagar,"[[0, 10, 'LOCATION']]"
Amritpani,"[[0, 9, 'LOCATION']]"
Amritpur,"[[0, 8, 'LOCATION']]"
Amritpurwa,"[[0, 10, 'LOCATION']]"
"Amruddin Nagar, Ganeshthan","[[0, 26, 'LOCATION']]"
Amrukh,"[[0, 6, 'LOCATION']]"
Amruth,"[[0, 6, 'LOCATION']]"
Amsal,"[[0, 5, 'LOCATION']]"
Amsera,"[[0, 6, 'LOCATION']]"
Amshu Bhanjyan,"[[0, 14, 'LOCATION']]"
Amshubarmabasti,"[[0, 15, 'LOCATION']]"
Amsoti,"[[0, 6, 'LOCATION']]"
Amtachaur,"[[0, 9, 'LOCATION']]"
Amtada,"[[0, 6, 'LOCATION']]"
Amtadi,"[[0, 6, 'LOCATION']]"
Amtai,"[[0, 5, 'LOCATION']]"
Amtale,"[[0, 6, 'LOCATION']]"
Amtari,"[[0, 6, 'LOCATION']]"
Amtawa,"[[0, 6, 'LOCATION']]"
Amtek,"[[0, 5, 'LOCATION']]"
Amthala,"[[0, 7, 'LOCATION']]"
Amthang,"[[0, 7, 'LOCATION']]"
Amtoda,"[[0, 6, 'LOCATION']]"
Amtol,"[[0, 5, 'LOCATION']]"
Amtola,"[[0, 6, 'LOCATION']]"
Amtoli,"[[0, 6, 'LOCATION']]"
Amuwa,"[[0, 5, 'LOCATION']]"
Amuwa Naka,"[[0, 10, 'LOCATION']]"
Amuwagaun,"[[0, 9, 'LOCATION']]"
Amuwakot,"[[0, 8, 'LOCATION']]"
Amuwapost,"[[0, 9, 'LOCATION']]"
Amuwatola,"[[0, 9, 'LOCATION']]"
Amwa,"[[0, 4, 'LOCATION']]"
Ana,"[[0, 3, 'LOCATION']]"
Anadi,"[[0, 5, 'LOCATION']]"
Anado,"[[0, 5, 'LOCATION']]"
Anadu,"[[0, 5, 'LOCATION']]"
Anaha,"[[0, 5, 'LOCATION']]"
Anaikot,"[[0, 7, 'LOCATION']]"
Anaittha,"[[0, 8, 'LOCATION']]"
Anakanyamai,"[[0, 11, 'LOCATION']]"
Anamnagar,"[[0, 9, 'LOCATION']]"
Anand Chowk,"[[0, 11, 'LOCATION']]"
Anand Nagar,"[[0, 11, 'LOCATION']]"
Ananda Nagar,"[[0, 12, 'LOCATION']]"
Anandaban,"[[0, 9, 'LOCATION']]"
Anandachok,"[[0, 10, 'LOCATION']]"
Anandanagar,"[[0, 11, 'LOCATION']]"
Anandapur,"[[0, 9, 'LOCATION']]"
Anandatol,"[[0, 9, 'LOCATION']]"
Anandbag,"[[0, 8, 'LOCATION']]"
Anantanagar Buddhachok,"[[0, 22, 'LOCATION']]"
Anantapur,"[[0, 9, 'LOCATION']]"
Anante Thanti,"[[0, 13, 'LOCATION']]"
Anapani,"[[0, 7, 'LOCATION']]"
Anapchaur,"[[0, 9, 'LOCATION']]"
Anarath,"[[0, 7, 'LOCATION']]"
Anarban,"[[0, 7, 'LOCATION']]"
Anardi,"[[0, 6, 'LOCATION']]"
Anarigaun,"[[0, 9, 'LOCATION']]"
Anarikholi,"[[0, 10, 'LOCATION']]"
Anarikholi Goth,"[[0, 15, 'LOCATION']]"
Anarkatte,"[[0, 9, 'LOCATION']]"
Anarkholi,"[[0, 9, 'LOCATION']]"
Anarkholigaun,"[[0, 13, 'LOCATION']]"
Anarmani Birta Bajar,"[[0, 20, 'LOCATION']]"
Anatola,"[[0, 7, 'LOCATION']]"
Anatoli,"[[0, 7, 'LOCATION']]"
Anau,"[[0, 4, 'LOCATION']]"
Anbebung,"[[0, 8, 'LOCATION']]"
Anbhang,"[[0, 7, 'LOCATION']]"
Anbun,"[[0, 5, 'LOCATION']]"
Anchal,"[[0, 6, 'LOCATION']]"
Anchalpur,"[[0, 9, 'LOCATION']]"
Anchereng,"[[0, 9, 'LOCATION']]"
Andaiya,"[[0, 7, 'LOCATION']]"
Andang,"[[0, 6, 'LOCATION']]"
Andere,"[[0, 6, 'LOCATION']]"
Andharaja,"[[0, 9, 'LOCATION']]"
Andheri,"[[0, 7, 'LOCATION']]"
Andheri Pokhari,"[[0, 15, 'LOCATION']]"
Andherighat,"[[0, 11, 'LOCATION']]"
Andherikhet,"[[0, 11, 'LOCATION']]"
Andherikholagaun,"[[0, 16, 'LOCATION']]"
Andhi Chaughara,"[[0, 15, 'LOCATION']]"
Andhighat,"[[0, 9, 'LOCATION']]"
Andhighat Nahar,"[[0, 15, 'LOCATION']]"
Andhiyari,"[[0, 9, 'LOCATION']]"
Andi,"[[0, 4, 'LOCATION']]"
Andigaun,"[[0, 8, 'LOCATION']]"
Andim,"[[0, 5, 'LOCATION']]"
Andipatti,"[[0, 9, 'LOCATION']]"
Andradi Gaun,"[[0, 12, 'LOCATION']]"
Andraha,"[[0, 7, 'LOCATION']]"
Andrakot,"[[0, 8, 'LOCATION']]"
Andramath,"[[0, 9, 'LOCATION']]"
Andrapa,"[[0, 7, 'LOCATION']]"
Androli,"[[0, 7, 'LOCATION']]"
Andrung,"[[0, 7, 'LOCATION']]"
Andrāuli,"[[0, 8, 'LOCATION']]"
Andupatti,"[[0, 9, 'LOCATION']]"
Anene,"[[0, 5, 'LOCATION']]"
Anerikholagaun,"[[0, 14, 'LOCATION']]"
Aneripati,"[[0, 9, 'LOCATION']]"
Anetar,"[[0, 6, 'LOCATION']]"
Angadajor,"[[0, 9, 'LOCATION']]"
Angade Gada,"[[0, 11, 'LOCATION']]"
Angal,"[[0, 5, 'LOCATION']]"
Angala,"[[0, 6, 'LOCATION']]"
Angaldanda,"[[0, 10, 'LOCATION']]"
Angare,"[[0, 6, 'LOCATION']]"
Angaribang Dhuri,"[[0, 16, 'LOCATION']]"
Angarneta,"[[0, 9, 'LOCATION']]"
Angatari Phant,"[[0, 14, 'LOCATION']]"
Angaumuda,"[[0, 9, 'LOCATION']]"
Angaun,"[[0, 6, 'LOCATION']]"
Angbang,"[[0, 7, 'LOCATION']]"
Angbu Danda,"[[0, 11, 'LOCATION']]"
Angbung,"[[0, 7, 'LOCATION']]"
Angchawl,"[[0, 8, 'LOCATION']]"
Angchere,"[[0, 8, 'LOCATION']]"
Angdheri,"[[0, 8, 'LOCATION']]"
Ange,"[[0, 4, 'LOCATION']]"
Angepa,"[[0, 6, 'LOCATION']]"
Angeri,"[[0, 6, 'LOCATION']]"
Angerital,"[[0, 9, 'LOCATION']]"
Angetar,"[[0, 7, 'LOCATION']]"
Angetari,"[[0, 8, 'LOCATION']]"
Anggerepani,"[[0, 11, 'LOCATION']]"
Angitar,"[[0, 7, 'LOCATION']]"
Anglegada,"[[0, 9, 'LOCATION']]"
Angna,"[[0, 5, 'LOCATION']]"
Angole,"[[0, 6, 'LOCATION']]"
Angpang,"[[0, 7, 'LOCATION']]"
Angri,"[[0, 5, 'LOCATION']]"
Angsarang,"[[0, 9, 'LOCATION']]"
Angtang,"[[0, 7, 'LOCATION']]"
Angti,"[[0, 5, 'LOCATION']]"
Angu,"[[0, 4, 'LOCATION']]"
Angutar,"[[0, 7, 'LOCATION']]"
Anhaledangi,"[[0, 11, 'LOCATION']]"
Anikramh,"[[0, 8, 'LOCATION']]"
Anjaan,"[[0, 6, 'LOCATION']]"
Anjada,"[[0, 6, 'LOCATION']]"
Anjani Kamat,"[[0, 12, 'LOCATION']]"
Anjanimod,"[[0, 9, 'LOCATION']]"
Ankar,"[[0, 5, 'LOCATION']]"
Ankhaphute,"[[0, 10, 'LOCATION']]"
Ankhara,"[[0, 7, 'LOCATION']]"
Ankhatare,"[[0, 9, 'LOCATION']]"
Ankhe,"[[0, 5, 'LOCATION']]"
Ankhisalla,"[[0, 10, 'LOCATION']]"
Ankhop,"[[0, 6, 'LOCATION']]"
Ankure,"[[0, 6, 'LOCATION']]"
Anlabun,"[[0, 7, 'LOCATION']]"
Anli,"[[0, 4, 'LOCATION']]"
Anmarang,"[[0, 8, 'LOCATION']]"
Anmbebung,"[[0, 9, 'LOCATION']]"
Anmbote,"[[0, 7, 'LOCATION']]"
Anna,"[[0, 4, 'LOCATION']]"
Annadanda,"[[0, 9, 'LOCATION']]"
Annantaramchok,"[[0, 14, 'LOCATION']]"
Annapurna,"[[0, 9, 'LOCATION']]"
Annapurna Chowk,"[[0, 15, 'LOCATION']]"
Annapurna Himal,"[[0, 15, 'LOCATION']]"
Annapurna I,"[[0, 11, 'LOCATION']]"
Annapurna Ii,"[[0, 12, 'LOCATION']]"
Annapurna Iii,"[[0, 13, 'LOCATION']]"
Annapurna Iv,"[[0, 12, 'LOCATION']]"
Annapurna South,"[[0, 15, 'LOCATION']]"
Annari,"[[0, 6, 'LOCATION']]"
Annechaur,"[[0, 9, 'LOCATION']]"
Anp Pata,"[[0, 8, 'LOCATION']]"
Anp Takura,"[[0, 10, 'LOCATION']]"
Anpbote,"[[0, 7, 'LOCATION']]"
Anpchaudi,"[[0, 9, 'LOCATION']]"
Anpchaur,"[[0, 8, 'LOCATION']]"
Anpchaur Gaun,"[[0, 13, 'LOCATION']]"
Anpchauri,"[[0, 9, 'LOCATION']]"
Anpdamar,"[[0, 8, 'LOCATION']]"
Anpdanda,"[[0, 8, 'LOCATION']]"
Anpdhara,"[[0, 8, 'LOCATION']]"
Anpe,"[[0, 4, 'LOCATION']]"
Anpgachhi,"[[0, 9, 'LOCATION']]"
Anpgaira,"[[0, 8, 'LOCATION']]"
Anpgairi,"[[0, 8, 'LOCATION']]"
Anpghari,"[[0, 8, 'LOCATION']]"
Anpghat,"[[0, 7, 'LOCATION']]"
Anphar,"[[0, 6, 'LOCATION']]"
Anpkholagaun,"[[0, 12, 'LOCATION']]"
Anpkholi,"[[0, 8, 'LOCATION']]"
Anpkholigaun,"[[0, 12, 'LOCATION']]"
Anppani,"[[0, 7, 'LOCATION']]"
Anppata,"[[0, 7, 'LOCATION']]"
Anpsota,"[[0, 7, 'LOCATION']]"
Anpsuti,"[[0, 7, 'LOCATION']]"
Anpswanra,"[[0, 9, 'LOCATION']]"
Anptar,"[[0, 6, 'LOCATION']]"
Anptari,"[[0, 7, 'LOCATION']]"
Anpthok,"[[0, 7, 'LOCATION']]"
Anredanda,"[[0, 9, 'LOCATION']]"
Anrukharka,"[[0, 10, 'LOCATION']]"
Ansa Goth,"[[0, 9, 'LOCATION']]"
Ansi,"[[0, 4, 'LOCATION']]"
Ansid,"[[0, 5, 'LOCATION']]"
Antap,"[[0, 5, 'LOCATION']]"
Antar Tol,"[[0, 9, 'LOCATION']]"
Antare,"[[0, 6, 'LOCATION']]"
Antaredanda,"[[0, 11, 'LOCATION']]"
Antarghuji,"[[0, 10, 'LOCATION']]"
Antarkada,"[[0, 9, 'LOCATION']]"
Antarpu,"[[0, 7, 'LOCATION']]"
Antawa,"[[0, 6, 'LOCATION']]"
Antedada,"[[0, 8, 'LOCATION']]"
Anthali,"[[0, 7, 'LOCATION']]"
Anthe Pokhari,"[[0, 13, 'LOCATION']]"
Antidanda,"[[0, 9, 'LOCATION']]"
Antikhan,"[[0, 8, 'LOCATION']]"
Antipakha,"[[0, 9, 'LOCATION']]"
Antola,"[[0, 6, 'LOCATION']]"
Antu,"[[0, 4, 'LOCATION']]"
Antudanda,"[[0, 9, 'LOCATION']]"
Antutol,"[[0, 7, 'LOCATION']]"
Anurudra,"[[0, 8, 'LOCATION']]"
Anyaul,"[[0, 6, 'LOCATION']]"
Ap Chaur,"[[0, 8, 'LOCATION']]"
Apchaur,"[[0, 7, 'LOCATION']]"
Apchin,"[[0, 6, 'LOCATION']]"
Apchowk,"[[0, 7, 'LOCATION']]"
Apdanda,"[[0, 7, 'LOCATION']]"
Apenou village,"[[0, 14, 'LOCATION']]"
Apgaira,"[[0, 7, 'LOCATION']]"
Aphala Bagar,"[[0, 12, 'LOCATION']]"
Aphale Pokhara,"[[0, 14, 'LOCATION']]"
Aphar,"[[0, 5, 'LOCATION']]"
Aphare,"[[0, 6, 'LOCATION']]"
Aphauni,"[[0, 7, 'LOCATION']]"
Aphla,"[[0, 5, 'LOCATION']]"
Aphlaipu,"[[0, 8, 'LOCATION']]"
Aphra,"[[0, 5, 'LOCATION']]"
Aphra Danda,"[[0, 11, 'LOCATION']]"
